"LAT","LON","YYYYMMDD","YEAR","MO","DY","WangEngel","exp","env"
"18.0054",-66.3832,"2015-03-06",2015,3,6,14.3787137671279,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-07",2015,3,7,14.1188269836235,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-08",2015,3,8,13.9420525071076,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-09",2015,3,9,14.1428773659956,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-10",2015,3,10,14.7938576165322,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-11",2015,3,11,14.0997513099089,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-12",2015,3,12,14.1621106173671,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-13",2015,3,13,13.7251267616303,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-14",2015,3,14,14.006781987119,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-15",2015,3,15,14.217397660769,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-16",2015,3,16,14.1418961801694,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-17",2015,3,17,14.2880254376281,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-18",2015,3,18,14.4041937208641,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-19",2015,3,19,14.5455796221531,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-20",2015,3,20,14.4354479203807,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-21",2015,3,21,14.5662201025336,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-22",2015,3,22,14.6789059600681,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-23",2015,3,23,14.3646714576393,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-24",2015,3,24,14.6868346539087,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-25",2015,3,25,14.8633314787428,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-26",2015,3,26,14.8185077341069,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-27",2015,3,27,14.969041373561,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-28",2015,3,28,15.1064352633905,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-29",2015,3,29,14.859082928008,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-30",2015,3,30,14.3047638917613,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-03-31",2015,3,31,14.1067189894043,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-01",2015,4,1,14.6220434640545,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-02",2015,4,2,14.8377119996532,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-03",2015,4,3,14.3583321054364,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-04",2015,4,4,14.5732687542365,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-05",2015,4,5,14.7741041653731,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-06",2015,4,6,14.7242397659085,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-07",2015,4,7,14.9616179523801,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-08",2015,4,8,14.8099045378532,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-09",2015,4,9,14.5655248383566,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-10",2015,4,10,14.5700756189922,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-11",2015,4,11,14.9070661506163,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-12",2015,4,12,14.8841479904672,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-13",2015,4,13,14.8129522205047,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-14",2015,4,14,14.715229242363,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-15",2015,4,15,14.6940294370008,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-16",2015,4,16,14.9882397855573,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-17",2015,4,17,14.8405283645737,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-18",2015,4,18,15.3301046225487,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-19",2015,4,19,16.0347958606604,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-20",2015,4,20,15.8857594666123,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-21",2015,4,21,15.7087421414464,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-22",2015,4,22,15.33454779108,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-23",2015,4,23,15.7163723107697,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-24",2015,4,24,16.0825511809034,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-25",2015,4,25,16.0743549934967,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-26",2015,4,26,15.9537692578662,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-27",2015,4,27,16.0999911445846,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-28",2015,4,28,16.1702716254598,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-29",2015,4,29,15.8469261058868,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-04-30",2015,4,30,15.8962207184874,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-01",2015,5,1,16.2532083350811,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-02",2015,5,2,16.3801673304203,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-03",2015,5,3,16.2247125494296,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-04",2015,5,4,16.3838086524419,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-05",2015,5,5,16.4375107052237,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-06",2015,5,6,16.3978699518255,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-07",2015,5,7,16.5861723068294,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-08",2015,5,8,16.4520926268992,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-09",2015,5,9,15.9802466081181,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-10",2015,5,10,15.9363934260051,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-11",2015,5,11,15.957311933259,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-12",2015,5,12,15.7657917872426,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-13",2015,5,13,16.2093949881794,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-14",2015,5,14,16.0038647634745,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-15",2015,5,15,15.8347448864693,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-16",2015,5,16,15.7071995662733,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-17",2015,5,17,15.2538436305696,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-18",2015,5,18,15.8666985519986,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-19",2015,5,19,16.3423225176792,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-20",2015,5,20,16.1933163358041,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-21",2015,5,21,15.7771656086371,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-22",2015,5,22,16.011964203725,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-23",2015,5,23,15.9536468946656,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-24",2015,5,24,16.2495590819934,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-25",2015,5,25,16.0320926971385,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-26",2015,5,26,15.9113597914061,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-27",2015,5,27,15.9216931190879,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-28",2015,5,28,16.3439238935947,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-29",2015,5,29,15.679359287673,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-30",2015,5,30,15.7022127767369,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-05-31",2015,5,31,15.9327783187398,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-01",2015,6,1,16.013633570709,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-02",2015,6,2,15.8789352266971,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-03",2015,6,3,15.9933044440432,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-04",2015,6,4,16.2862075820446,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-05",2015,6,5,16.5812994231735,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-06",2015,6,6,16.6428009005867,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-07",2015,6,7,16.4929432468349,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-08",2015,6,8,16.649092067187,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-09",2015,6,9,16.5659683022202,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-10",2015,6,10,16.184382861171,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-11",2015,6,11,16.0028067541283,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-12",2015,6,12,16.3102054445245,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-13",2015,6,13,16.4812131779457,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-14",2015,6,14,16.4507870716989,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-15",2015,6,15,16.5613284226976,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-16",2015,6,16,16.6517695307246,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-17",2015,6,17,16.2556757566,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-18",2015,6,18,16.4814901038474,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-19",2015,6,19,16.5192181287373,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-20",2015,6,20,16.4186647914509,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-21",2015,6,21,16.3157100561374,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-22",2015,6,22,16.3907894086232,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-23",2015,6,23,16.413607130963,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-24",2015,6,24,16.2762674908953,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-25",2015,6,25,16.2847760605984,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-26",2015,6,26,16.1633025495406,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-27",2015,6,27,16.4180985028751,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-28",2015,6,28,16.426572263113,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-29",2015,6,29,16.5989669118976,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-06-30",2015,6,30,15.9989656997618,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-01",2015,7,1,15.7943356139259,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-02",2015,7,2,16.4113563951612,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-03",2015,7,3,16.4715237380404,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-04",2015,7,4,16.5322016837466,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-05",2015,7,5,16.7017937963215,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-06",2015,7,6,16.6236578464925,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-07",2015,7,7,16.5874691737914,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-08",2015,7,8,16.5092577992288,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-09",2015,7,9,16.2910264404104,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-10",2015,7,10,16.3461524065551,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-11",2015,7,11,15.8555535690862,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-12",2015,7,12,15.3090296155661,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-13",2015,7,13,16.1105468395951,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-14",2015,7,14,16.1973903697326,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-15",2015,7,15,16.4981610263904,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-16",2015,7,16,16.4151354996881,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-17",2015,7,17,16.4142523655491,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-18",2015,7,18,16.2483261737731,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-19",2015,7,19,16.3337639201078,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-20",2015,7,20,16.1257662319856,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-21",2015,7,21,16.5726962857361,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-22",2015,7,22,16.6733689640932,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-23",2015,7,23,16.6166717523735,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-24",2015,7,24,16.7010378134056,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-25",2015,7,25,16.769473639177,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-26",2015,7,26,17.0001689948631,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-27",2015,7,27,16.9281187671009,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-28",2015,7,28,16.7077328906696,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-29",2015,7,29,16.7807431426206,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-30",2015,7,30,16.8082231860586,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-07-31",2015,7,31,16.8023857972402,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-01",2015,8,1,16.9176512934876,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-02",2015,8,2,16.4666761858633,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-03",2015,8,3,16.8551361957181,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-04",2015,8,4,16.9865541157183,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-05",2015,8,5,16.7486514666497,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-06",2015,8,6,16.866343313142,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-07",2015,8,7,16.7869115237818,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-08",2015,8,8,16.4946056364409,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-09",2015,8,9,16.8774236606958,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-10",2015,8,10,16.9180284670523,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-11",2015,8,11,16.8276367298359,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-12",2015,8,12,17.1295285997971,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-13",2015,8,13,17.0198383789092,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-14",2015,8,14,17.0588612142041,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-15",2015,8,15,16.9629148429115,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-16",2015,8,16,16.3083394092722,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-17",2015,8,17,16.5199465184352,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-18",2015,8,18,16.503797003669,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-19",2015,8,19,16.7108312924018,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-20",2015,8,20,16.9039173923881,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-21",2015,8,21,16.7812357474211,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-22",2015,8,22,16.8895677876352,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-23",2015,8,23,16.6543361821551,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-24",2015,8,24,16.9909791965551,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-25",2015,8,25,16.3361664645755,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-26",2015,8,26,16.9208514986094,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-27",2015,8,27,16.6526336587556,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-28",2015,8,28,16.1679329022147,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-29",2015,8,29,16.6417420091234,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-30",2015,8,30,16.5456057098871,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-08-31",2015,8,31,16.7379138296807,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-01",2015,9,1,16.6320418800666,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-02",2015,9,2,16.5251865365844,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-03",2015,9,3,16.7791224121564,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-04",2015,9,4,16.7373100081494,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-05",2015,9,5,16.7813181394651,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-06",2015,9,6,16.7974145488009,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-07",2015,9,7,16.7673236307127,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-08",2015,9,8,16.7063234948901,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-09",2015,9,9,16.9794048053303,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-10",2015,9,10,17.0610910915964,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-11",2015,9,11,16.8894208337294,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-12",2015,9,12,16.6666172435048,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-13",2015,9,13,16.6566159815665,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-14",2015,9,14,16.8251358127664,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-15",2015,9,15,16.4695995314886,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-16",2015,9,16,16.6833740556078,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-17",2015,9,17,16.645024431772,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-18",2015,9,18,16.8780329997073,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-19",2015,9,19,17.0018722317138,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-20",2015,9,20,16.7972568330891,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-21",2015,9,21,16.6115114591962,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-22",2015,9,22,16.4377073213215,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-23",2015,9,23,16.5475252081301,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-24",2015,9,24,16.8435313649444,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-25",2015,9,25,17.0146200706678,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-26",2015,9,26,16.9271444638015,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-27",2015,9,27,16.8623571763414,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-28",2015,9,28,16.8263131122412,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-29",2015,9,29,17.1137488889423,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-09-30",2015,9,30,16.8141782608694,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-10-01",2015,10,1,16.6770089032019,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-10-02",2015,10,2,16.882436899966,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-10-03",2015,10,3,16.6312323655218,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-10-04",2015,10,4,16.9418260771655,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-10-05",2015,10,5,16.8442032037393,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-10-06",2015,10,6,17.0274369252248,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-10-07",2015,10,7,17.0697042716639,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-10-08",2015,10,8,16.8128889445385,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-10-09",2015,10,9,16.5940913630279,"ATLAS","2015_PR"
"18.0054",-66.3832,"2015-10-10",2015,10,10,17.0268871672425,"ATLAS","2015_PR"
