"LAT","LON","YYYYMMDD","YEAR","MO","DY","WangEngel","exp","env"
"18.0054",-66.3832,"2016-09-20",2016,9,20,16.6562085731415,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-09-21",2016,9,21,16.9064299707795,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-09-22",2016,9,22,16.9344808406401,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-09-23",2016,9,23,16.8807142184748,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-09-24",2016,9,24,16.940210555042,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-09-25",2016,9,25,16.9111159314236,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-09-26",2016,9,26,16.7799622713293,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-09-27",2016,9,27,16.9822463062037,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-09-28",2016,9,28,17.0523876140539,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-09-29",2016,9,29,17.0454685773842,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-09-30",2016,9,30,16.5867411868691,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-01",2016,10,1,16.129219623754,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-02",2016,10,2,16.1950240524816,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-03",2016,10,3,15.9835286091119,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-04",2016,10,4,16.1730394031266,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-05",2016,10,5,16.4554827462467,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-06",2016,10,6,16.6585330694173,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-07",2016,10,7,16.5365197024509,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-08",2016,10,8,16.5355770572849,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-09",2016,10,9,16.4298514462421,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-10",2016,10,10,16.3961410335738,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-11",2016,10,11,15.9135340494277,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-12",2016,10,12,16.4426316695361,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-13",2016,10,13,16.7921863897267,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-14",2016,10,14,16.7228647918102,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-15",2016,10,15,16.5513257865396,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-16",2016,10,16,16.4063287442077,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-17",2016,10,17,16.4839056302392,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-18",2016,10,18,15.3996372385955,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-19",2016,10,19,15.8177240939469,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-20",2016,10,20,16.704540186227,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-21",2016,10,21,16.7465143739659,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-22",2016,10,22,16.845996275541,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-23",2016,10,23,16.6689433592386,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-24",2016,10,24,16.4780360008218,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-25",2016,10,25,15.944699606048,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-26",2016,10,26,15.939965229701,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-27",2016,10,27,16.5141807139842,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-28",2016,10,28,16.3102098806907,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-29",2016,10,29,16.5795042613487,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-30",2016,10,30,16.5201720121998,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-10-31",2016,10,31,16.6160677524004,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-01",2016,11,1,15.8123091984701,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-02",2016,11,2,15.4883018822209,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-03",2016,11,3,15.2073118632417,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-04",2016,11,4,15.5158049568304,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-05",2016,11,5,16.0734424406529,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-06",2016,11,6,15.7779331453721,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-07",2016,11,7,15.177992731008,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-08",2016,11,8,15.1485625424581,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-09",2016,11,9,15.6322267582159,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-10",2016,11,10,16.0160133951285,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-11",2016,11,11,15.8894905729602,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-12",2016,11,12,15.8590818440924,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-13",2016,11,13,16.0802358430089,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-14",2016,11,14,15.9667843427947,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-15",2016,11,15,15.8801306045253,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-16",2016,11,16,15.7974192226248,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-17",2016,11,17,15.7964487141092,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-18",2016,11,18,15.5721616671594,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-19",2016,11,19,15.0814870765503,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-20",2016,11,20,14.857697964507,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-21",2016,11,21,14.31554791057,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-22",2016,11,22,14.5633417764551,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-23",2016,11,23,15.2266066871107,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-24",2016,11,24,15.1609838602829,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-25",2016,11,25,15.2045969962365,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-26",2016,11,26,14.9513734406966,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-27",2016,11,27,15.0263834461276,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-28",2016,11,28,13.2059845016544,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-29",2016,11,29,14.6417128244114,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-11-30",2016,11,30,14.7492781261168,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-01",2016,12,1,15.0829690008776,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-02",2016,12,2,15.3578796308214,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-03",2016,12,3,15.150670238319,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-04",2016,12,4,15.2299037478323,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-05",2016,12,5,14.805157228979,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-06",2016,12,6,14.6923471323468,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-07",2016,12,7,14.7371746596405,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-08",2016,12,8,14.3826399719161,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-09",2016,12,9,14.9045894945243,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-10",2016,12,10,15.1625283020247,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-11",2016,12,11,14.8282923722677,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-12",2016,12,12,14.628371598146,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-13",2016,12,13,14.4931399596037,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-14",2016,12,14,14.4784499988857,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-15",2016,12,15,14.4686054810803,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-16",2016,12,16,14.7815262918823,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-17",2016,12,17,14.8649398349054,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-18",2016,12,18,14.6827500950421,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-19",2016,12,19,14.3611203765136,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-20",2016,12,20,14.072579749704,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-21",2016,12,21,13.9842390718706,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-22",2016,12,22,13.9745240186909,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-23",2016,12,23,14.2390624349483,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-24",2016,12,24,14.4988288411247,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-25",2016,12,25,14.2145517955903,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-26",2016,12,26,13.9028481525563,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-27",2016,12,27,13.9025716059144,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-28",2016,12,28,13.8022131525054,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-29",2016,12,29,14.0967310724139,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-30",2016,12,30,14.0015322084954,"ATLAS","2015_PR"
"18.0054",-66.3832,"2016-12-31",2016,12,31,13.5459724973384,"ATLAS","2015_PR"
"25.5033",-80.5055,"2015-01-01",2015,1,1,12.179069363109,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-02",2015,1,2,13.053632068591,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-03",2015,1,3,15.0056658047967,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-04",2015,1,4,14.4823806466314,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-05",2015,1,5,13.5840589205127,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-06",2015,1,6,13.6201246497769,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-07",2015,1,7,12.0631069741131,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-08",2015,1,8,7.70629036034943,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-09",2015,1,9,9.66494041706936,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-10",2015,1,10,10.1091698732109,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-11",2015,1,11,12.7148938976311,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-12",2015,1,12,14.3768407371897,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-13",2015,1,13,12.7502019656402,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-14",2015,1,14,11.1208552441216,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-15",2015,1,15,10.6425214971454,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-16",2015,1,16,8.60487788557882,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-17",2015,1,17,8.19462464286504,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-18",2015,1,18,9.1896000893097,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-19",2015,1,19,7.31241968371007,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-20",2015,1,20,8.72232877615611,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-21",2015,1,21,11.77113760112,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-22",2015,1,22,11.7913408176207,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-23",2015,1,23,13.0555267233385,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-24",2015,1,24,11.0812986679866,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-25",2015,1,25,5.12768494584337,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-26",2015,1,26,7.2746044049923,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-27",2015,1,27,5.64037960538903,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-28",2015,1,28,5.35369362224998,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-29",2015,1,29,6.52542693689903,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-30",2015,1,30,8.10473331623997,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-01-31",2015,1,31,8.57336697031765,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-01",2015,2,1,9.67773148273835,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-02",2015,2,2,11.4439908681947,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-03",2015,2,3,9.2430293768648,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-04",2015,2,4,10.467779928953,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-05",2015,2,5,11.2355057286191,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-06",2015,2,6,8.57027304343179,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-07",2015,2,7,8.52285430784126,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-08",2015,2,8,8.44246891728924,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-09",2015,2,9,9.90417981670461,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-10",2015,2,10,9.05895054582029,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-11",2015,2,11,6.30267050516951,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-12",2015,2,12,7.79015359344155,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-13",2015,2,13,6.3131054157957,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-14",2015,2,14,4.19789795781987,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-15",2015,2,15,6.01801997382195,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-16",2015,2,16,7.8799235266894,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-17",2015,2,17,10.7767974902378,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-18",2015,2,18,7.2922225244009,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-19",2015,2,19,3.32789554109783,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-20",2015,2,20,4.4534869716055,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-21",2015,2,21,9.41961680394739,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-22",2015,2,22,11.937694633036,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-23",2015,2,23,12.0138560445173,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-24",2015,2,24,12.173490050074,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-25",2015,2,25,12.1167185200201,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-26",2015,2,26,15.1413250833186,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-27",2015,2,27,11.7120649885519,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-02-28",2015,2,28,13.4254619134977,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-01",2015,3,1,14.5773498654501,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-02",2015,3,2,13.019051039653,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-03",2015,3,3,12.6666594315399,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-04",2015,3,4,14.0973667110958,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-05",2015,3,5,14.5765393182866,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-06",2015,3,6,13.3222410860495,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-07",2015,3,7,12.5472038490646,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-08",2015,3,8,12.5234233490954,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-09",2015,3,9,14.1765638806806,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-10",2015,3,10,15.2199335737556,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-11",2015,3,11,15.3321202974206,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-12",2015,3,12,15.4801375676043,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-13",2015,3,13,15.1354612107235,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-14",2015,3,14,14.8397779495594,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-15",2015,3,15,13.7786079672027,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-16",2015,3,16,13.9558368758273,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-17",2015,3,17,13.5456790388708,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-18",2015,3,18,12.2719003918761,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-19",2015,3,19,13.2073369335233,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-20",2015,3,20,12.9256655537861,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-21",2015,3,21,13.1481605687577,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-22",2015,3,22,13.5374965427304,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-23",2015,3,23,14.2299769881539,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-24",2015,3,24,13.8177703883405,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-25",2015,3,25,13.3384894313646,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-26",2015,3,26,14.3699278388055,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-27",2015,3,27,14.6842514646607,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-28",2015,3,28,9.14951520203929,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-29",2015,3,29,8.82525051517385,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-30",2015,3,30,9.47148710208057,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-03-31",2015,3,31,10.3100197118821,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-01",2015,4,1,11.4937521747388,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-02",2015,4,2,11.9993995969925,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-03",2015,4,3,12.3403464849525,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-04",2015,4,4,13.0341901964897,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-05",2015,4,5,13.0402901143879,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-06",2015,4,6,14.1084329987014,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-07",2015,4,7,15.4252124314055,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-08",2015,4,8,15.0074280340276,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-09",2015,4,9,15.3180554224307,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-10",2015,4,10,16.0388573661497,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-11",2015,4,11,15.2136993467582,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-12",2015,4,12,15.2142504862398,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-13",2015,4,13,15.7546843191643,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-14",2015,4,14,15.6019126698647,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-15",2015,4,15,15.6265154148695,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-16",2015,4,16,15.3224756930445,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-17",2015,4,17,15.4693294874315,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-18",2015,4,18,15.5451739838163,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-19",2015,4,19,15.8436111891909,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-20",2015,4,20,16.911517332214,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-21",2015,4,21,14.5924738827892,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-22",2015,4,22,15.5996641057542,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-23",2015,4,23,15.8526743226267,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-24",2015,4,24,15.7813067378102,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-25",2015,4,25,16.5497465908312,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-26",2015,4,26,16.0181323264657,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-27",2015,4,27,16.7604480650037,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-28",2015,4,28,15.9645789168644,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-29",2015,4,29,12.5881775516353,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-04-30",2015,4,30,14.4480529366476,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-01",2015,5,1,13.0188107564256,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-02",2015,5,2,13.1248890134265,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-03",2015,5,3,13.5280879513816,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-04",2015,5,4,13.4426463396852,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-05",2015,5,5,12.433281003844,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-06",2015,5,6,13.3625913974836,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-07",2015,5,7,14.0904360982067,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-08",2015,5,8,14.6390473317111,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-09",2015,5,9,14.8955294970755,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-10",2015,5,10,16.0853625051675,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-11",2015,5,11,16.4340382510948,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-12",2015,5,12,16.9123456801439,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-13",2015,5,13,16.7525681024225,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-14",2015,5,14,16.8105716951819,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-15",2015,5,15,16.5496772446205,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-16",2015,5,16,16.2764678411425,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-17",2015,5,17,16.5458674768325,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-18",2015,5,18,15.8709426238817,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-19",2015,5,19,15.5894161371886,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-20",2015,5,20,15.3233741858261,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-21",2015,5,21,15.3781014779297,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-22",2015,5,22,14.5284107812835,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-23",2015,5,23,15.9193744887045,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-24",2015,5,24,17.1555950859246,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-25",2015,5,25,17.5951277616439,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-26",2015,5,26,17.1840267723418,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-27",2015,5,27,16.6954561229534,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-28",2015,5,28,15.8163619656189,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-29",2015,5,29,15.5429120818271,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-30",2015,5,30,15.8697622601489,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-05-31",2015,5,31,15.5180354966948,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-01",2015,6,1,15.1076076681032,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-02",2015,6,2,15.2773127871098,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-03",2015,6,3,15.1302873406509,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-04",2015,6,4,15.6102988426005,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-05",2015,6,5,15.3475167071931,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-06",2015,6,6,14.0784249709929,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-07",2015,6,7,14.6182159148699,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-08",2015,6,8,15.4677435966325,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-09",2015,6,9,15.3365764935584,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-10",2015,6,10,16.2511999823678,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-11",2015,6,11,16.1382498227872,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-12",2015,6,12,17.5590801341391,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-13",2015,6,13,17.9051800318703,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-14",2015,6,14,17.5331685649345,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-15",2015,6,15,16.9395948293377,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-16",2015,6,16,16.8153922157117,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-17",2015,6,17,16.8745059788031,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-18",2015,6,18,16.9991885146593,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-19",2015,6,19,17.0129475076209,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-20",2015,6,20,16.8926075540641,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-21",2015,6,21,16.9854422903083,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-22",2015,6,22,17.0875899640462,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-23",2015,6,23,17.0603277486157,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-24",2015,6,24,17.4314445946588,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-25",2015,6,25,16.8037461885158,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-26",2015,6,26,16.3986157981173,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-27",2015,6,27,15.8641875843311,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-28",2015,6,28,16.6171236008238,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-29",2015,6,29,15.7419653958812,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-06-30",2015,6,30,16.5872505137445,"ATLAS","2015_FL"
"25.5033",-80.5055,"2015-07-01",2015,7,1,16.8990901365528,"ATLAS","2015_FL"
